time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
0.2978,0.152663,1.023665,-1.340355,-0.032287,0.128748,0.014738,0.154,1.017,-1.331,-0.035,0.136,0.008,-0.178369,0.401625,-0.868219,0.029712,-0.681451,0.080509
0.2999,0.152525,1.024212,-1.340634,-0.031862,0.13027,0.015663,0.154,1.017,-1.331,-0.034,0.124,0.008,-0.178369,0.401625,-0.868219,0.046964,-0.276031,0.080509
0.302,0.15237,1.024794,-1.340929,-0.03141,0.131856,0.016633,0.153,1.017,-1.331,-0.034,0.124,0.008,-0.171281,0.401625,-0.868219,0.046964,-0.276031,0.080509
0.3041,0.152208,1.02537,-1.34122,-0.030961,0.133395,0.017582,0.153,1.02,-1.333,-0.034,0.124,0.009,-0.171281,0.526837,-0.824512,0.046964,-0.276031,0.091052
0.3062,0.152033,1.025964,-1.34152,-0.030496,0.134954,0.018549,0.153,1.02,-1.333,-0.034,0.124,0.009,-0.171281,0.526837,-0.824512,0.046964,-0.276031,0.091052
0.3085,0.151824,1.026645,-1.341863,-0.029963,0.136709,0.019645,0.153,1.022,-1.335,-0.032,0.116,0.009,-0.150019,0.290587,-0.648506,0.058465,0.06134,0.091052
0.3105,0.151623,1.027272,-1.342178,-0.029471,0.138293,0.020643,0.153,1.022,-1.335,-0.032,0.116,0.011,-0.150019,0.290587,-0.648506,0.058465,0.06134,0.111179
0.3129,0.151382,1.027999,-1.342542,-0.028899,0.140101,0.021788,0.153,1.022,-1.335,-0.032,0.116,0.011,-0.180731,0.290587,-0.648506,0.058465,0.06134,0.111179
0.315,0.151147,1.028685,-1.342884,-0.028357,0.141775,0.022856,0.153,1.024,-1.337,-0.032,0.113,0.011,-0.180731,0.204356,-0.563456,0.081467,0.259737,0.111179
0.3171,0.15091,1.029357,-1.343219,-0.027826,0.143393,0.023894,0.153,1.024,-1.337,-0.032,0.113,0.011,-0.180731,0.204356,-0.563456,0.081467,0.259737,0.111179
0.3191,0.150661,1.030045,-1.34356,-0.027281,0.145022,0.024946,0.153,1.024,-1.337,-0.032,0.113,0.014,-0.180731,0.204356,-0.563456,0.081467,0.259737,0.133223
0.3212,0.1504,1.030752,-1.343909,-0.026719,0.146671,0.026017,0.153,1.024,-1.337,-0.032,0.113,0.014,-0.180731,0.204356,-0.563456,0.081467,0.259737,0.133223
0.3232,0.150128,1.031472,-1.344264,-0.026147,0.148325,0.027098,0.153,1.027,-1.34,-0.031,0.113,0.014,-0.183094,0.225619,-0.496125,0.108304,0.259737,0.133223
0.3253,0.149844,1.03221,-1.344627,-0.025559,0.15,0.028198,0.153,1.027,-1.34,-0.031,0.119,0.019,-0.183094,0.225619,-0.496125,0.108304,0.422672,0.138015
0.3274,0.14955,1.032961,-1.344994,-0.02496,0.151679,0.029307,0.152,1.029,-1.342,-0.031,0.119,0.019,-0.177187,0.248062,-0.383906,0.108304,0.422672,0.138015
0.3294,0.149246,1.033727,-1.345368,-0.024348,0.153371,0.03043,0.152,1.029,-1.342,-0.031,0.127,0.024,-0.177187,0.248062,-0.383906,0.129389,0.462927,0.118847
0.3315,0.14893,1.03451,-1.345748,-0.023721,0.155076,0.031568,0.152,1.029,-1.342,-0.031,0.127,0.024,-0.177187,0.248062,-0.383906,0.129389,0.462927,0.118847
0.3337,0.148572,1.035383,-1.346171,-0.023021,0.156954,0.032828,0.152,1.029,-1.342,-0.03,0.138,0.024,-0.177187,0.248062,-0.383906,0.154309,0.343122,0.118847
0.3358,0.148234,1.036197,-1.346564,-0.022366,0.158684,0.033995,0.152,1.029,-1.342,-0.03,0.138,0.024,-0.177187,0.248062,-0.383906,0.154309,0.343122,0.118847
0.3379,0.147883,1.037032,-1.346965,-0.021695,0.160435,0.035182,0.15,1.031,-1.342,-0.03,0.138,0.024,-0.140569,0.413437,-0.383906,0.154309,0.343122,0.118847
0.3399,0.147522,1.037882,-1.347372,-0.021009,0.162199,0.036383,0.15,1.031,-1.344,-0.03,0.138,0.028,-0.140569,0.413437,-0.194906,0.154309,0.343122,0.084343
0.3422,0.147121,1.038817,-1.347818,-0.020254,0.164117,0.037695,0.15,1.031,-1.344,-0.03,0.138,0.028,-0.140569,0.413437,-0.194906,0.154309,0.343122,0.084343
0.3442,0.14674,1.039696,-1.348236,-0.019543,0.165898,0.03892,0.149,1.033,-1.347,-0.028,0.15,0.033,-0.196087,0.314213,-0.121669,0.184979,0.243444,0.0738
0.3463,0.146347,1.040596,-1.348662,-0.018815,0.167702,0.040166,0.149,1.033,-1.347,-0.028,0.15,0.033,-0.196087,0.314213,-0.121669,0.184979,0.243444,0.0738
0.3484,0.145945,1.041509,-1.349092,-0.018074,0.169513,0.041423,0.148,1.036,-1.348,-0.025,0.163,0.033,-0.272869,0.31185,-0.272869,0.138974,0.023961,0.0738
0.3504,0.145531,1.04244,-1.34953,-0.017318,0.171343,0.042698,0.148,1.036,-1.348,-0.025,0.163,0.033,-0.272869,0.31185,-0.272869,0.138974,0.023961,0.0738
0.3526,0.145087,1.043434,-1.349995,-0.016509,0.173274,0.044049,0.148,1.036,-1.348,-0.025,0.163,0.033,-0.272869,0.31185,-0.272869,0.138974,0.023961,0.0738
0.3547,0.144656,1.044393,-1.350442,-0.015728,0.17512,0.045346,0.148,1.036,-1.348,-0.025,0.163,0.038,-0.272869,0.31185,-0.272869,0.138974,0.023961,0.069008
0.3568,0.144185,1.045435,-1.350926,-0.014877,0.177106,0.046748,0.148,1.036,-1.348,-0.025,0.163,0.038,-0.272869,0.31185,-0.272869,0.138974,0.023961,0.069008
0.3589,0.143734,1.046427,-1.351384,-0.014067,0.178978,0.048074,0.147,1.038,-1.348,-0.021,0.175,0.042,-0.158287,0.525656,-0.31185,0.114054,-0.0738,0.066132
0.361,0.143271,1.047439,-1.35185,-0.013239,0.180872,0.04942,0.147,1.038,-1.348,-0.021,0.175,0.042,-0.158287,0.525656,-0.31185,0.114054,-0.0738,0.066132
0.3633,0.142738,1.0486,-1.352383,-0.012287,0.183023,0.050957,0.146,1.04,-1.348,-0.016,0.189,0.046,-0.185456,0.600075,-0.433519,0.037379,-0.35654,0.087218
0.3654,0.142258,1.049641,-1.352858,-0.011432,0.184936,0.052328,0.146,1.04,-1.348,-0.016,0.189,0.046,-0.185456,0.600075,-0.433519,0.037379,-0.35654,0.087218
0.3674,0.141763,1.050711,-1.353345,-0.010552,0.186884,0.05373,0.146,1.04,-1.348,-0.009,0.189,0.046,-0.185456,0.600075,-0.433519,-0.01821,-0.35654,0.087218
0.3695,0.141262,1.051788,-1.353833,-0.009666,0.188829,0.055135,0.146,1.04,-1.348,-0.009,0.203,0.046,-0.185456,0.600075,-0.433519,-0.01821,-0.526184,0.087218
0.372,0.14065,1.053101,-1.354425,-0.008583,0.19118,0.056839,0.146,1.04,-1.348,-0.009,0.203,0.046,-0.185456,0.600075,-0.433519,-0.01821,-0.526184,0.087218
0.3741,0.140133,1.054209,-1.354923,-0.007668,0.193146,0.058269,0.144,1.043,-1.347,-0.009,0.203,0.049,-0.281137,0.800887,-0.70875,-0.01821,-0.526184,0.11693
0.3761,0.139605,1.055336,-1.355427,-0.006736,0.195131,0.059719,0.144,1.043,-1.347,-0.009,0.203,0.049,-0.281137,0.800887,-0.70875,-0.01821,-0.526184,0.11693
0.3782,0.139052,1.056512,-1.355951,-0.005762,0.197187,0.061224,0.143,1.045,-1.346,-0.003,0.203,0.049,-0.3402,0.768994,-0.747731,-0.069966,-0.526184,0.11693
0.3803,0.138507,1.057672,-1.356466,-0.0048,0.199198,0.062702,0.143,1.045,-1.346,-0.003,0.219,0.053,-0.3402,0.768994,-0.747731,-0.069966,-0.765794,0.112137
0.3824,0.137955,1.058842,-1.356983,-0.003828,0.201215,0.064189,0.141,1.049,-1.346,-0.003,0.219,0.053,-0.341381,0.913106,-1.098563,-0.069966,-0.765794,0.112137
0.3844,0.137393,1.060033,-1.357508,-0.002837,0.203253,0.065696,0.141,1.049,-1.346,0.001,0.235,0.053,-0.341381,0.913106,-1.098563,-0.112137,-1.084954,0.112137
0.3868,0.136729,1.061438,-1.358123,-0.001667,0.205637,0.067465,0.141,1.049,-1.346,0.001,0.235,0.053,-0.341381,0.913106,-1.098563,-0.112137,-1.084954,0.112137
0.3889,0.136152,1.062656,-1.358655,-0.00065,0.207692,0.068995,0.141,1.049,-1.346,0.001,0.235,0.057,-0.341381,0.913106,-1.098563,-0.112137,-1.084954,0.10447
0.391,0.135565,1.063896,-1.359195,0.000386,0.209769,0.070545,0.141,1.049,-1.346,0.001,0.235,0.057,-0.341381,0.913106,-1.098563,-0.112137,-1.084954,0.10447
0.393,0.13497,1.065151,-1.359738,0.001436,0.211857,0.072108,0.14,1.053,-1.347,0.001,0.235,0.057,-0.382725,0.776081,-1.312369,-0.112137,-1.084954,0.10447
0.3951,0.134366,1.066423,-1.360287,0.002502,0.213962,0.073688,0.14,1.053,-1.347,0.003,0.251,0.063,-0.382725,0.776081,-1.312369,-0.090093,-1.32073,0.070925
0.3972,0.133759,1.067703,-1.360837,0.003576,0.216066,0.075272,0.138,1.058,-1.347,0.003,0.251,0.063,-0.398081,0.747731,-1.312369,-0.090093,-1.32073,0.070925
0.3992,0.133143,1.069,-1.361392,0.004666,0.218185,0.076872,0.138,1.058,-1.347,0.004,0.266,0.07,-0.398081,0.747731,-1.411594,-0.071883,-1.501875,0.148558
0.4013,0.132518,1.070316,-1.361953,0.005774,0.220325,0.078491,0.138,1.058,-1.347,0.004,0.266,0.07,-0.398081,0.747731,-1.411594,-0.071883,-1.501875,0.148558
0.4034,0.131876,1.071669,-1.362528,0.006915,0.22251,0.080149,0.138,1.058,-1.347,0.004,0.279,0.07,-0.398081,0.747731,-1.411594,-0.019169,-1.674395,0.148558
0.4054,0.131236,1.073015,-1.363097,0.008052,0.224673,0.081795,0.138,1.058,-1.347,0.004,0.279,0.07,-0.398081,0.747731,-1.411594,-0.019169,-1.674395,0.148558
0.4076,0.130573,1.074414,-1.363687,0.009234,0.226908,0.083499,0.136,1.063,-1.347,0.004,0.279,0.07,-0.363825,0.621337,-1.411594,-0.019169,-1.674395,0.148558
0.4096,0.129918,1.075793,-1.364265,0.010401,0.229099,0.085174,0.136,1.063,-1.349,0.004,0.279,0.078,-0.363825,0.621337,-1.5498,-0.019169,-1.674395,0.037379
0.4117,0.129244,1.077214,-1.364859,0.011607,0.231346,0.086897,0.136,1.063,-1.349,0.004,0.279,0.078,-0.363825,0.621337,-1.5498,-0.019169,-1.674395,0.037379
0.4138,0.128568,1.078642,-1.365454,0.01282,0.233591,0.088622,0.133,1.069,-1.35,0.004,0.289,0.085,-0.227981,0.571725,-1.618312,0.056548,-1.771197,-0.005751
0.4159,0.127893,1.080065,-1.366044,0.014031,0.235819,0.090337,0.133,1.069,-1.35,0.004,0.289,0.085,-0.227981,0.571725,-1.618312,0.056548,-1.771197,-0.005751
0.418,0.127213,1.081503,-1.366638,0.015256,0.238057,0.092065,0.13,1.076,-1.352,0.006,0.296,0.085,-0.180731,0.360281,-1.667925,0.101595,-1.792283,-0.005751
0.42,0.126538,1.082931,-1.367226,0.016475,0.24027,0.093777,0.13,1.076,-1.352,0.006,0.296,0.085,-0.180731,0.360281,-1.667925,0.101595,-1.792283,-0.005751
0.4225,0.125684,1.084737,-1.367967,0.018019,0.243056,0.095937,0.13,1.076,-1.352,0.006,0.296,0.085,-0.180731,0.360281,-1.667925,0.101595,-1.792283,-0.005751
0.4246,0.124984,1.086222,-1.368573,0.01929,0.245333,0.097708,0.13,1.076,-1.352,0.006,0.296,0.091,-0.180731,0.360281,-1.667925,0.101595,-1.792283,-0.017252
0.4269,0.124197,1.087891,-1.369251,0.020723,0.247883,0.099694,0.13,1.076,-1.352,0.006,0.296,0.091,-0.180731,0.360281,-1.667925,0.101595,-1.792283,-0.017252
0.4292,0.123415,1.089551,-1.369923,0.02215,0.250405,0.101664,0.127,1.082,-1.354,0.009,0.3,0.097,-0.147656,0.161831,-1.699819,0.124597,-1.766405,-0.010543
0.4312,0.122699,1.091076,-1.370538,0.023462,0.252712,0.103469,0.127,1.082,-1.354,0.009,0.3,0.097,-0.147656,0.161831,-1.699819,0.124597,-1.766405,-0.010543
0.4334,0.121943,1.092685,-1.371185,0.02485,0.255137,0.105371,0.124,1.088,-1.356,0.014,0.3,0.097,-0.178369,0.124031,-1.535625,0.161976,-1.766405,-0.010543
0.4355,0.121211,1.094246,-1.371809,0.026198,0.257479,0.107211,0.124,1.088,-1.356,0.014,0.303,0.099,-0.178369,0.124031,-1.535625,0.161976,-1.663852,0.013418
0.4376,0.120441,1.095891,-1.372465,0.027622,0.259938,0.109147,0.124,1.088,-1.356,0.014,0.303,0.099,-0.178369,0.124031,-1.535625,0.161976,-1.663852,0.013418
0.4397,0.119699,1.09748,-1.373096,0.028999,0.262303,0.111012,0.124,1.088,-1.356,0.02,0.305,0.099,-0.178369,0.124031,-1.535625,0.121722,-1.509543,0.013418
0.4419,0.118893,1.099206,-1.373779,0.030498,0.264862,0.113035,0.124,1.088,-1.356,0.02,0.305,0.099,-0.178369,0.124031,-1.535625,0.121722,-1.509543,0.013418
0.444,0.118138,1.100828,-1.374418,0.031909,0.267258,0.114933,0.121,1.094,-1.359,0.02,0.305,0.104,-0.005906,-0.00945,-1.65375,0.121722,-1.509543,0.060382
0.4461,0.11738,1.102457,-1.375058,0.033328,0.269656,0.116835,0.121,1.094,-1.359,0.02,0.305,0.104,-0.005906,-0.00945,-1.65375,0.121722,-1.509543,0.060382
0.4482,0.116589,1.104161,-1.375725,0.034816,0.272155,0.118821,0.118,1.099,-1.362,0.027,0.305,0.104,0.072056,-0.17955,-1.383244,0.101595,-1.291019,0.060382
0.4503,0.115822,1.105818,-1.37637,0.036264,0.274577,0.120749,0.118,1.099,-1.362,0.027,0.305,0.109,0.072056,-0.17955,-1.383244,0.101595,-1.291019,0.093927
0.4523,0.115052,1.107483,-1.377017,0.037723,0.277002,0.122683,0.115,1.106,-1.366,0.027,0.305,0.109,0.011813,-0.55755,-1.333631,0.101595,-1.291019,0.093927
0.4544,0.114278,1.10916,-1.377666,0.039195,0.279437,0.124629,0.115,1.106,-1.366,0.033,0.304,0.109,0.011813,-0.55755,-1.333631,0.111179,-1.088788,0.093927
0.4565,0.113496,1.110857,-1.37832,0.040687,0.281893,0.126594,0.115,1.106,-1.366,0.033,0.304,0.109,0.011813,-0.55755,-1.333631,0.111179,-1.088788,0.093927
0.4585,0.112701,1.112585,-1.378984,0.042209,0.284386,0.128593,0.115,1.106,-1.366,0.033,0.304,0.115,0.011813,-0.55755,-1.333631,0.111179,-1.088788,0.082426
0.4606,0.111911,1.114307,-1.379643,0.043728,0.286863,0.130581,0.115,1.106,-1.366,0.033,0.304,0.115,0.011813,-0.55755,-1.333631,0.111179,-1.088788,0.082426
0.4628,0.111055,1.116176,-1.380356,0.045381,0.289544,0.132737,0.113,1.114,-1.369,0.037,0.303,0.115,0,-0.695756,-1.330087,0.101595,-0.853012,0.082426
0.4649,0.110258,1.117919,-1.381019,0.046925,0.292036,0.134744,0.113,1.114,-1.369,0.037,0.303,0.123,0,-0.695756,-1.330087,0.101595,-0.853012,0.068049
0.4671,0.109388,1.119829,-1.381742,0.048619,0.294758,0.13694,0.111,1.123,-1.372,0.037,0.303,0.123,0.101587,-0.940275,-1.144631,0.101595,-0.853012,0.068049
0.4692,0.108584,1.121595,-1.382408,0.05019,0.297268,0.138969,0.111,1.123,-1.372,0.041,0.303,0.132,0.101587,-0.940275,-1.144631,0.126514,-0.621069,0.060382
0.4713,0.107773,1.12338,-1.383079,0.051781,0.2998,0.141018,0.111,1.123,-1.372,0.041,0.303,0.132,0.101587,-0.940275,-1.144631,0.126514,-0.621069,0.060382
0.4736,0.106853,1.125411,-1.38384,0.053595,0.302671,0.143345,0.111,1.123,-1.372,0.043,0.305,0.132,0.101587,-0.940275,-1.144631,0.148558,-0.437049,0.060382
0.4757,0.106035,1.127223,-1.384516,0.055216,0.305225,0.145418,0.111,1.123,-1.372,0.043,0.305,0.132,0.101587,-0.940275,-1.144631,0.148558,-0.437049,0.060382
0.4778,0.105165,1.129151,-1.385233,0.056944,0.307937,0.147623,0.108,1.132,-1.372,0.043,0.305,0.132,0.015356,-0.9072,-1.144631,0.148558,-0.437049,0.060382
0.4799,0.104343,1.130978,-1.385911,0.058586,0.310501,0.14971,0.108,1.132,-1.375,0.043,0.305,0.141,0.015356,-0.9072,-1.007606,0.148558,-0.437049,0.01246
0.4821,0.103455,1.132958,-1.386642,0.060369,0.313272,0.15197,0.105,1.132,-1.375,0.043,0.305,0.141,-0.055519,-0.9072,-1.007606,0.148558,-0.437049,0.01246
0.4842,0.102621,1.13482,-1.387327,0.062048,0.315872,0.154092,0.105,1.139,-1.377,0.047,0.308,0.15,-0.055519,-1.079662,-1.089112,0.194563,-0.28849,-0.020127
0.4863,0.101786,1.136689,-1.388013,0.063738,0.318476,0.15622,0.105,1.139,-1.377,0.047,0.308,0.15,-0.055519,-1.079662,-1.089112,0.194563,-0.28849,-0.020127
0.4884,0.100925,1.138621,-1.38872,0.065489,0.321162,0.158419,0.103,1.145,-1.379,0.052,0.314,0.15,-0.153562,-1.334812,-1.014694,0.180187,-0.195522,-0.020127
0.4904,0.100084,1.140513,-1.389409,0.067207,0.323787,0.160571,0.103,1.145,-1.379,0.052,0.314,0.15,-0.153562,-1.334812,-1.014694,0.180187,-0.195522,-0.020127
0.4926,0.099216,1.142469,-1.390119,0.068986,0.326495,0.162793,0.103,1.145,-1.379,0.052,0.314,0.15,-0.153562,-1.334812,-1.014694,0.180187,-0.195522,-0.020127
0.4946,0.098373,1.144374,-1.390809,0.070724,0.329128,0.164957,0.103,1.145,-1.379,0.052,0.314,0.156,-0.153562,-1.334812,-1.014694,0.180187,-0.195522,0.023961
0.4967,0.097503,1.146346,-1.391521,0.072526,0.331847,0.167194,0.101,1.145,-1.379,0.052,0.314,0.156,-0.2079,-1.334812,-1.014694,0.180187,-0.195522,0.023961
0.4989,0.09663,1.148327,-1.392233,0.07434,0.334574,0.16944,0.101,1.15,-1.382,0.059,0.323,0.161,-0.2079,-1.278112,-0.987525,0.169644,-0.115971,0.037379
0.5009,0.095776,1.150272,-1.39293,0.076126,0.337246,0.171645,0.101,1.15,-1.382,0.059,0.323,0.161,-0.2079,-1.278112,-0.987525,0.169644,-0.115971,0.037379
0.5032,0.094823,1.152446,-1.393707,0.078126,0.340228,0.174108,0.099,1.156,-1.383,0.059,0.323,0.161,-0.088594,-1.33245,-1.125731,0.169644,-0.115971,0.037379
0.5053,0.093964,1.154411,-1.394407,0.079938,0.342918,0.176332,0.099,1.156,-1.383,0.067,0.333,0.165,-0.088594,-1.33245,-1.125731,0.162935,-0.207023,0.063257
0.5079,0.092895,1.156865,-1.395278,0.082207,0.346271,0.179108,0.099,1.156,-1.383,0.074,0.347,0.165,-0.088594,-1.33245,-1.125731,0.138015,-0.322994,0.063257
0.5099,0.092031,1.158852,-1.39598,0.084049,0.348982,0.181356,0.099,1.156,-1.383,0.074,0.347,0.165,-0.088594,-1.33245,-1.125731,0.138015,-0.322994,0.063257
0.5124,0.091004,1.16122,-1.396815,0.08625,0.352207,0.184032,0.099,1.156,-1.383,0.074,0.347,0.165,-0.088594,-1.33245,-1.125731,0.138015,-0.322994,0.063257
0.5144,0.09014,1.163219,-1.397517,0.088112,0.354926,0.186291,0.096,1.162,-1.385,0.074,0.347,0.17,-0.168919,-1.253306,-1.193062,0.138015,-0.322994,0.115971
0.5165,0.08927,1.165236,-1.398224,0.089996,0.357665,0.18857,0.096,1.162,-1.385,0.074,0.347,0.17,-0.168919,-1.253306,-1.193062,0.138015,-0.322994,0.115971
0.5186,0.088395,1.167269,-1.398933,0.0919,0.360422,0.190867,0.093,1.168,-1.386,0.082,0.365,0.177,-0.2457,-1.008787,-1.177706,0.10447,-0.500306,0.154309
0.5206,0.087523,1.169301,-1.399641,0.093807,0.363175,0.193161,0.093,1.168,-1.386,0.082,0.365,0.177,-0.2457,-1.008787,-1.177706,0.10447,-0.500306,0.154309
0.5229,0.086584,1.171494,-1.400402,0.09587,0.36614,0.195637,0.089,1.174,-1.388,0.089,0.365,0.177,-0.21735,-0.904837,-1.35135,0.068049,-0.500306,0.154309
0.5249,0.085709,1.173543,-1.401111,0.097803,0.368909,0.19795,0.089,1.174,-1.388,0.089,0.385,0.177,-0.21735,-0.904837,-1.35135,0.068049,-0.747583,0.154309
0.5271,0.084783,1.175717,-1.401861,0.099859,0.371843,0.200404,0.089,1.174,-1.388,0.089,0.385,0.177,-0.21735,-0.904837,-1.35135,0.068049,-0.747583,0.154309
0.5292,0.083909,1.177775,-1.402568,0.101809,0.374616,0.202725,0.089,1.174,-1.388,0.089,0.385,0.186,-0.21735,-0.904837,-1.35135,0.068049,-0.747583,0.311493
0.5312,0.083028,1.179853,-1.403281,0.103784,0.377414,0.205071,0.089,1.174,-1.388,0.089,0.385,0.186,-0.21735,-0.904837,-1.35135,0.068049,-0.747583,0.311493
0.5334,0.082124,1.181992,-1.404012,0.105823,0.380291,0.207485,0.086,1.179,-1.389,0.096,0.405,0.195,-0.1134,-0.676856,-1.399781,0.050797,-0.942147,0.087218
0.5354,0.081243,1.18408,-1.404724,0.107818,0.383098,0.209841,0.086,1.179,-1.389,0.096,0.405,0.195,-0.1134,-0.676856,-1.399781,0.050797,-0.942147,0.087218
0.5375,0.080341,1.186225,-1.405453,0.109873,0.385978,0.212262,0.083,1.179,-1.389,0.096,0.405,0.195,-0.187819,-0.676856,-1.399781,0.050797,-0.942147,0.087218
0.5396,0.079443,1.188366,-1.406179,0.111929,0.388849,0.214678,0.083,1.184,-1.391,0.102,0.425,0.205,-0.187819,-0.520931,-1.517906,0.085301,-1.288143,0.068049
0.5419,0.078476,1.190676,-1.40696,0.114154,0.391946,0.217286,0.083,1.184,-1.391,0.102,0.425,0.205,-0.187819,-0.520931,-1.517906,0.085301,-1.288143,0.068049
0.5441,0.077553,1.192887,-1.407705,0.11629,0.394907,0.219783,0.083,1.184,-1.391,0.107,0.444,0.205,-0.187819,-0.520931,-1.517906,0.106387,-1.54213,0.068049
0.5461,0.076669,1.195009,-1.408418,0.118346,0.397746,0.222179,0.083,1.184,-1.391,0.107,0.444,0.205,-0.187819,-0.520931,-1.517906,0.106387,-1.54213,0.068049
0.5484,0.075695,1.197353,-1.409204,0.120623,0.400881,0.224828,0.08,1.189,-1.393,0.107,0.444,0.205,-0.225619,-0.271688,-1.552162,0.106387,-1.54213,0.068049
0.5505,0.07481,1.199489,-1.409918,0.122704,0.403736,0.227241,0.08,1.189,-1.393,0.107,0.444,0.217,-0.225619,-0.271688,-1.552162,0.106387,-1.54213,0.002875
0.553,0.073727,1.202113,-1.410792,0.125268,0.40724,0.230207,0.078,1.195,-1.395,0.107,0.444,0.217,-0.327206,-0.1512,-1.612406,0.106387,-1.54213,0.002875
0.5551,0.072842,1.20426,-1.411505,0.127373,0.410106,0.232635,0.078,1.195,-1.395,0.113,0.462,0.227,-0.327206,-0.1512,-1.612406,0.08626,-1.816244,-0.062299
0.5571,0.07195,1.206429,-1.412224,0.129506,0.413,0.235089,0.076,1.201,-1.395,0.113,0.462,0.227,-0.304762,-0.020081,-1.612406,0.08626,-1.816244,-0.062299
0.5592,0.071069,1.208578,-1.412935,0.131626,0.415866,0.237522,0.076,1.201,-1.398,0.12,0.478,0.227,-0.304762,-0.020081,-1.726987,0.115013,-1.959051,-0.062299
0.5613,0.070183,1.210743,-1.413648,0.133766,0.418751,0.239972,0.076,1.201,-1.398,0.12,0.478,0.227,-0.304762,-0.020081,-1.726987,0.115013,-1.959051,-0.062299
0.5634,0.06927,1.212979,-1.414384,0.135984,0.421731,0.242505,0.076,1.201,-1.398,0.12,0.478,0.237,-0.304762,-0.020081,-1.726987,0.115013,-1.959051,-0.041213
0.5655,0.068388,1.215146,-1.415094,0.13814,0.424618,0.244962,0.076,1.201,-1.398,0.12,0.478,0.237,-0.304762,-0.020081,-1.726987,0.115013,-1.959051,-0.041213
0.568,0.067306,1.217811,-1.415966,0.1408,0.428167,0.247984,0.073,1.208,-1.4,0.127,0.492,0.244,-0.315394,0.069694,-1.731712,0.138974,-2.062563,-0.057506
0.5701,0.066423,1.219991,-1.416678,0.142984,0.43107,0.250459,0.073,1.208,-1.4,0.127,0.492,0.244,-0.315394,0.069694,-1.731712,0.138974,-2.062563,-0.057506
0.5728,0.065232,1.222939,-1.417637,0.145948,0.434995,0.253808,0.071,1.215,-1.402,0.134,0.501,0.244,-0.362644,0.0945,-1.652569,0.103512,-2.073106,-0.057506
0.5749,0.064349,1.22513,-1.418348,0.148158,0.437912,0.256299,0.071,1.215,-1.402,0.134,0.501,0.25,-0.362644,0.0945,-1.652569,0.103512,-2.073106,-0.009584
0.5773,0.063318,1.227696,-1.419178,0.150756,0.441326,0.259218,0.067,1.215,-1.402,0.134,0.501,0.25,-0.471319,0.0945,-1.652569,0.103512,-2.073106,-0.009584
0.5794,0.06244,1.229884,-1.419884,0.152979,0.444239,0.26171,0.067,1.215,-1.402,0.143,0.507,0.25,-0.471319,0.0945,-1.652569,0.056548,-2.041477,-0.009584
0.5815,0.061559,1.232089,-1.420595,0.155225,0.447173,0.264222,0.067,1.215,-1.402,0.143,0.507,0.25,-0.471319,0.0945,-1.652569,0.056548,-2.041477,-0.009584
0.5837,0.060583,1.234533,-1.42138,0.157725,0.450427,0.267011,0.067,1.223,-1.405,0.143,0.507,0.255,-0.471319,0.108675,-1.5687,0.056548,-2.041477,0.038338
0.5858,0.059703,1.236743,-1.422088,0.159992,0.453368,0.269534,0.067,1.223,-1.405,0.143,0.507,0.255,-0.471319,0.108675,-1.5687,0.056548,-2.041477,0.038338
0.5881,0.058742,1.239162,-1.422862,0.162484,0.456589,0.272299,0.065,1.231,-1.409,0.153,0.51,0.255,-0.431156,0.171281,-1.63485,0.084343,-1.902503,0.038338
0.5902,0.057866,1.241373,-1.423568,0.164767,0.459532,0.274827,0.065,1.231,-1.409,0.153,0.51,0.26,-0.431156,0.171281,-1.63485,0.084343,-1.902503,0.098719
0.5923,0.056948,1.243696,-1.424307,0.167176,0.462627,0.277487,0.065,1.231,-1.409,0.153,0.51,0.26,-0.431156,0.171281,-1.63485,0.084343,-1.902503,0.098719
0.5944,0.056074,1.245911,-1.425011,0.169481,0.465577,0.280026,0.061,1.238,-1.412,0.162,0.512,0.26,-0.313031,0.096863,-1.504912,0.040254,-1.70794,0.098719
0.5965,0.055184,1.24817,-1.425727,0.17184,0.468588,0.282619,0.061,1.238,-1.412,0.162,0.512,0.26,-0.313031,0.096863,-1.504912,0.040254,-1.70794,0.098719
0.5985,0.054335,1.250332,-1.426412,0.174105,0.47147,0.285102,0.061,1.238,-1.412,0.162,0.512,0.26,-0.313031,0.096863,-1.504912,0.040254,-1.70794,0.098719
0.6006,0.053469,1.252539,-1.427109,0.176426,0.474414,0.287641,0.061,1.238,-1.412,0.17,0.512,0.267,-0.313031,0.096863,-1.504912,0.016293,-1.70794,0.126514
0.6026,0.0526,1.254761,-1.427809,0.17877,0.477378,0.290199,0.058,1.247,-1.412,0.17,0.512,0.267,-0.310669,-0.061425,-1.504912,0.016293,-1.70794,0.126514
0.6047,0.051734,1.256978,-1.428507,0.181119,0.480339,0.292756,0.058,1.247,-1.415,0.17,0.511,0.276,-0.310669,-0.061425,-1.229681,0.016293,-1.396447,0.130348
