time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm
1.161,-0.079252,1.296727,-1.518675,0.66144,0.759881,0.586335,-0.073,1.324,-1.512,0.663,0.762,0.599,-0.251606,-1.510819,-0.864675,0.065174,0.058465,-0.09201
1.1632,-0.079712,1.293913,-1.518803,0.660985,0.757375,0.584399,-0.075,1.324,-1.512,0.663,0.762,0.599,-0.154744,-1.510819,-0.864675,0.065174,0.058465,-0.09201
1.1653,-0.080146,1.291275,-1.518924,0.660537,0.755012,0.582568,-0.075,1.315,-1.512,0.663,0.762,0.594,-0.154744,-1.471837,-0.748912,0.065174,0.058465,-0.062299
1.1674,-0.080604,1.288502,-1.519052,0.660041,0.752511,0.580626,-0.077,1.306,-1.513,0.663,0.762,0.594,-0.210262,-1.392694,-0.8127,0.065174,0.058465,-0.062299
1.1695,-0.081047,1.285829,-1.519177,0.659541,0.750087,0.578738,-0.077,1.306,-1.513,0.659,0.759,0.589,-0.210262,-1.392694,-0.8127,0.093927,0.001917,-0.08626
1.1716,-0.081495,1.283144,-1.519303,0.659017,0.747636,0.576824,-0.077,1.306,-1.513,0.659,0.759,0.589,-0.210262,-1.392694,-0.8127,0.093927,0.001917,-0.08626
1.1736,-0.081948,1.280442,-1.519431,0.658467,0.745155,0.574882,-0.079,1.297,-1.513,0.655,0.757,0.589,-0.144112,-1.33245,-0.823331,0.156226,-0.119805,-0.08626
1.1757,-0.082403,1.277736,-1.519561,0.657894,0.742656,0.572922,-0.079,1.297,-1.513,0.655,0.757,0.589,-0.144112,-1.33245,-0.823331,0.156226,-0.119805,-0.08626
1.1779,-0.082891,1.274853,-1.5197,0.65726,0.739978,0.570816,-0.079,1.297,-1.513,0.655,0.757,0.589,-0.144112,-1.33245,-0.823331,0.156226,-0.119805,-0.08626
1.18,-0.083356,1.272123,-1.519834,0.656638,0.737427,0.568804,-0.079,1.297,-1.513,0.655,0.757,0.584,-0.144112,-1.33245,-0.823331,0.156226,-0.119805,-0.124597
1.1821,-0.083843,1.269277,-1.519974,0.655966,0.734753,0.566691,-0.082,1.288,-1.513,0.655,0.757,0.584,-0.10395,-1.386787,-0.823331,0.156226,-0.119805,-0.124597
1.1842,-0.084317,1.266523,-1.520111,0.655293,0.73215,0.564629,-0.082,1.288,-1.513,0.65,0.756,0.578,-0.10395,-1.386787,-0.833962,0.225233,-0.425547,-0.121722
1.1862,-0.084795,1.263762,-1.52025,0.654597,0.729525,0.562545,-0.082,1.288,-1.513,0.65,0.756,0.578,-0.10395,-1.386787,-0.833962,0.225233,-0.425547,-0.121722
1.1883,-0.085288,1.260931,-1.520395,0.653861,0.72682,0.560392,-0.083,1.278,-1.513,0.645,0.758,0.571,-0.148837,-1.268663,-0.965081,0.311493,-0.560687,-0.008626
1.1904,-0.085775,1.258152,-1.520538,0.653117,0.724149,0.558263,-0.083,1.278,-1.513,0.645,0.758,0.571,-0.148837,-1.268663,-0.965081,0.311493,-0.560687,-0.008626
1.1925,-0.086276,1.255306,-1.520686,0.652333,0.721398,0.556064,-0.083,1.278,-1.513,0.645,0.758,0.571,-0.148837,-1.268663,-0.965081,0.311493,-0.560687,-0.008626
1.1946,-0.086772,1.252507,-1.520834,0.65154,0.718679,0.553886,-0.083,1.278,-1.513,0.64,0.759,0.571,-0.148837,-1.268663,-0.965081,0.179228,-0.772503,-0.008626
1.1968,-0.087317,1.249454,-1.520996,0.65065,0.715696,0.551492,-0.084,1.268,-1.513,0.64,0.759,0.571,-0.1701,-1.207237,-0.985162,0.179228,-0.772503,-0.008626
1.199,-0.087841,1.246536,-1.521154,0.649776,0.712829,0.549186,-0.084,1.268,-1.513,0.64,0.759,0.566,-0.1701,-1.207237,-0.985162,0.179228,-0.772503,-0.047922
1.201,-0.088352,1.243706,-1.521308,0.648907,0.710035,0.546933,-0.084,1.268,-1.513,0.64,0.759,0.566,-0.1701,-1.207237,-0.985162,0.179228,-0.772503,-0.047922
1.2035,-0.088978,1.240267,-1.521499,0.647821,0.706618,0.544172,-0.085,1.258,-1.512,0.634,0.759,0.558,-0.183094,-1.176525,-1.071394,0.371875,-1.132876,-0.262613
1.2056,-0.0895,1.237422,-1.521658,0.646899,0.703775,0.54187,-0.085,1.258,-1.512,0.634,0.759,0.558,-0.183094,-1.176525,-1.071394,0.371875,-1.132876,-0.262613
1.2079,-0.090075,1.234306,-1.521836,0.645865,0.700645,0.53933,-0.086,1.248,-1.512,0.63,0.759,0.558,-0.060244,-1.104469,-1.206056,0.576981,-1.336065,-0.262613
1.2099,-0.090606,1.231446,-1.522,0.644894,0.697756,0.536981,-0.086,1.248,-1.512,0.63,0.759,0.558,-0.060244,-1.104469,-1.206056,0.576981,-1.336065,-0.262613
1.2121,-0.09117,1.228431,-1.522176,0.643847,0.694696,0.534487,-0.086,1.248,-1.512,0.63,0.759,0.558,-0.060244,-1.104469,-1.206056,0.576981,-1.336065,-0.262613
1.2142,-0.09171,1.225567,-1.522345,0.64283,0.691773,0.532101,-0.086,1.248,-1.512,0.63,0.759,0.55,-0.060244,-1.104469,-1.206056,0.576981,-1.336065,-0.253028
1.2162,-0.092257,1.222682,-1.522518,0.641784,0.688815,0.529681,-0.086,1.248,-1.512,0.63,0.759,0.55,-0.060244,-1.104469,-1.206056,0.576981,-1.336065,-0.253028
1.2183,-0.092826,1.219705,-1.522698,0.640683,0.685747,0.527167,-0.088,1.238,-1.511,0.624,0.758,0.55,-0.095681,-1.085569,-1.339538,0.584648,-1.590052,-0.253028
1.2204,-0.093383,1.216808,-1.522876,0.639589,0.682745,0.524702,-0.088,1.238,-1.511,0.624,0.758,0.543,-0.095681,-1.085569,-1.339538,0.584648,-1.590052,-0.174436
1.2225,-0.093944,1.213914,-1.523057,0.638475,0.679732,0.522223,-0.091,1.228,-1.511,0.62,0.758,0.543,-0.124031,-1.019419,-1.315913,0.578898,-1.590052,-0.174436
1.2245,-0.094509,1.211017,-1.523239,0.637339,0.676702,0.519726,-0.091,1.228,-1.511,0.62,0.754,0.534,-0.124031,-1.019419,-1.315913,0.578898,-1.73286,-0.154309
1.2268,-0.095149,1.207765,-1.523447,0.636038,0.673282,0.516902,-0.091,1.228,-1.511,0.62,0.754,0.534,-0.124031,-1.019419,-1.315913,0.578898,-1.73286,-0.154309
1.2289,-0.095726,1.204856,-1.523636,0.634852,0.670207,0.514358,-0.091,1.228,-1.511,0.617,0.748,0.534,-0.124031,-1.019419,-1.315913,0.592316,-1.902503,-0.154309
1.231,-0.09631,1.20193,-1.523829,0.633637,0.6671,0.511782,-0.091,1.228,-1.511,0.617,0.748,0.534,-0.124031,-1.019419,-1.315913,0.592316,-1.902503,-0.154309
1.2334,-0.09701,1.198451,-1.524061,0.632165,0.663386,0.508698,-0.093,1.218,-1.511,0.617,0.748,0.525,-0.153562,-1.073756,-1.519087,0.592316,-1.902503,-0.18402
1.2355,-0.097606,1.195513,-1.52426,0.630898,0.660233,0.506074,-0.093,1.218,-1.511,0.617,0.748,0.525,-0.153562,-1.073756,-1.519087,0.592316,-1.902503,-0.18402
1.2378,-0.098271,1.192262,-1.524483,0.62947,0.656726,0.50315,-0.095,1.218,-1.511,0.617,0.748,0.525,-0.222075,-1.073756,-1.519087,0.592316,-1.902503,-0.18402
1.2398,-0.098873,1.189337,-1.524687,0.628163,0.653556,0.500502,-0.095,1.208,-1.511,0.614,0.738,0.517,-0.222075,-1.013513,-1.624219,0.586565,-1.943716,-0.148558
1.2419,-0.099501,1.186317,-1.5249,0.626792,0.650266,0.497749,-0.097,1.199,-1.511,0.612,0.726,0.517,-0.168919,-1.054856,-1.651387,0.496472,-1.920714,-0.148558
1.244,-0.100125,1.183337,-1.525114,0.625416,0.647005,0.495015,-0.097,1.199,-1.511,0.612,0.726,0.517,-0.168919,-1.054856,-1.651387,0.496472,-1.920714,-0.148558
1.2461,-0.100749,1.180379,-1.525329,0.624029,0.643753,0.492284,-0.097,1.199,-1.511,0.612,0.726,0.517,-0.168919,-1.054856,-1.651387,0.496472,-1.920714,-0.148558
1.2484,-0.101467,1.177003,-1.525578,0.622418,0.640021,0.489145,-0.097,1.199,-1.511,0.612,0.726,0.517,-0.168919,-1.054856,-1.651387,0.496472,-1.920714,-0.148558
1.2505,-0.102104,1.174035,-1.5258,0.62098,0.636726,0.486367,-0.097,1.199,-1.511,0.612,0.726,0.508,-0.168919,-1.054856,-1.651387,0.496472,-1.920714,-0.184979
1.2528,-0.102826,1.170699,-1.526054,0.619336,0.633002,0.483223,-0.098,1.189,-1.511,0.612,0.726,0.508,-0.0945,-1.108012,-1.673831,0.496472,-1.920714,-0.184979
1.2549,-0.103474,1.167729,-1.526283,0.61785,0.629671,0.480406,-0.098,1.189,-1.511,0.612,0.711,0.499,-0.0945,-1.108012,-1.673831,0.424589,-1.857457,-0.198397
1.2575,-0.104295,1.164,-1.526576,0.615952,0.625467,0.476842,-0.1,1.179,-1.511,0.612,0.711,0.499,-0.210262,-1.170619,-1.673831,0.424589,-1.857457,-0.198397
1.2595,-0.104956,1.161023,-1.526813,0.614412,0.622093,0.473977,-0.1,1.179,-1.512,0.611,0.694,0.489,-0.210262,-1.170619,-1.566337,0.321077,-1.703148,-0.176353
1.2619,-0.105727,1.157586,-1.527091,0.612607,0.618179,0.470647,-0.1,1.179,-1.512,0.611,0.694,0.489,-0.210262,-1.170619,-1.566337,0.321077,-1.703148,-0.176353
1.264,-0.10641,1.154565,-1.527339,0.610996,0.614721,0.4677,-0.1,1.179,-1.512,0.61,0.675,0.489,-0.210262,-1.170619,-1.566337,0.232901,-1.534462,-0.176353
1.2661,-0.10709,1.151583,-1.527587,0.609383,0.611292,0.464773,-0.1,1.179,-1.512,0.61,0.675,0.489,-0.210262,-1.170619,-1.566337,0.232901,-1.534462,-0.176353
1.2683,-0.107835,1.148342,-1.527861,0.607605,0.607548,0.46157,-0.102,1.17,-1.514,0.61,0.675,0.489,-0.310669,-1.250944,-1.664381,0.232901,-1.534462,-0.176353
1.2704,-0.108534,1.145332,-1.52812,0.60593,0.604053,0.458576,-0.102,1.17,-1.514,0.61,0.675,0.48,-0.310669,-1.250944,-1.664381,0.232901,-1.534462,-0.188813
1.2728,-0.10933,1.14193,-1.528416,0.604009,0.600084,0.45517,-0.104,1.161,-1.515,0.609,0.656,0.47,-0.419344,-1.319456,-1.607681,0.1476,-1.385904,-0.17827
1.275,-0.1101,1.138671,-1.528705,0.602142,0.596263,0.451885,-0.104,1.161,-1.515,0.609,0.656,0.47,-0.419344,-1.319456,-1.607681,0.1476,-1.385904,-0.17827
1.2772,-0.110835,1.13559,-1.528982,0.600352,0.592633,0.448758,-0.106,1.151,-1.517,0.605,0.637,0.47,-0.40635,-1.410412,-1.460025,0.107345,-1.146294,-0.17827
1.2795,-0.111632,1.132275,-1.529285,0.598399,0.588709,0.445372,-0.106,1.151,-1.517,0.605,0.637,0.47,-0.40635,-1.410412,-1.460025,0.107345,-1.146294,-0.17827
1.2818,-0.112441,1.128947,-1.529594,0.59641,0.584748,0.441948,-0.106,1.151,-1.517,0.605,0.637,0.47,-0.40635,-1.410412,-1.460025,0.107345,-1.146294,-0.17827
1.2839,-0.113188,1.125897,-1.529881,0.594562,0.581102,0.43879,-0.106,1.151,-1.517,0.605,0.637,0.46,-0.40635,-1.410412,-1.460025,0.107345,-1.146294,-0.1476
1.286,-0.113926,1.122913,-1.530167,0.592731,0.577517,0.43568,-0.106,1.151,-1.517,0.605,0.637,0.46,-0.40635,-1.410412,-1.460025,0.107345,-1.146294,-0.1476
1.288,-0.114675,1.119911,-1.530458,0.590865,0.573895,0.432534,-0.108,1.142,-1.519,0.599,0.637,0.46,-0.328387,-1.397419,-1.274569,0.070925,-1.146294,-0.1476
1.2901,-0.115421,1.116945,-1.53075,0.589,0.570301,0.429406,-0.108,1.142,-1.519,0.599,0.618,0.449,-0.328387,-1.397419,-1.274569,0.070925,-0.928728,-0.161018
1.2923,-0.116223,1.113788,-1.531065,0.586988,0.566456,0.426054,-0.111,1.132,-1.519,0.599,0.618,0.449,-0.309487,-1.495462,-1.274569,0.070925,-0.928728,-0.161018
1.2944,-0.116981,1.110827,-1.531366,0.585078,0.562834,0.422891,-0.111,1.132,-1.522,0.592,0.599,0.438,-0.309487,-1.495462,-1.214325,0.029712,-0.822342,-0.173478
1.2964,-0.117749,1.107855,-1.531671,0.583138,0.559184,0.419697,-0.111,1.132,-1.522,0.592,0.599,0.438,-0.309487,-1.495462,-1.214325,0.029712,-0.822342,-0.173478
1.2985,-0.118526,1.104875,-1.531982,0.581168,0.555504,0.416474,-0.111,1.132,-1.522,0.584,0.581,0.438,-0.309487,-1.495462,-1.214325,0.029712,-0.645989,-0.173478
1.3006,-0.119307,1.101908,-1.532297,0.579184,0.551826,0.413246,-0.111,1.132,-1.522,0.584,0.581,0.438,-0.309487,-1.495462,-1.214325,0.029712,-0.645989,-0.173478
1.3027,-0.120135,1.098789,-1.532632,0.577073,0.547942,0.409831,-0.114,1.122,-1.524,0.584,0.581,0.426,-0.395719,-1.555706,-1.063125,0.029712,-0.645989,-0.109262
1.3048,-0.120928,1.095829,-1.532955,0.575045,0.544237,0.406569,-0.114,1.122,-1.524,0.584,0.581,0.426,-0.395719,-1.555706,-1.063125,0.029712,-0.645989,-0.109262
1.3071,-0.121809,1.092572,-1.533315,0.572786,0.540143,0.402958,-0.117,1.112,-1.526,0.577,0.566,0.414,-0.346106,-1.59705,-0.93555,0.023003,-0.562604,-0.080509
1.3091,-0.122618,1.089608,-1.533649,0.570705,0.536398,0.399649,-0.117,1.112,-1.526,0.577,0.566,0.414,-0.346106,-1.59705,-0.93555,0.023003,-0.562604,-0.080509
1.3112,-0.123431,1.086656,-1.533985,0.568609,0.532652,0.396334,-0.117,1.112,-1.526,0.577,0.566,0.414,-0.346106,-1.59705,-0.93555,0.023003,-0.562604,-0.080509
1.3133,-0.124247,1.083721,-1.534325,0.566501,0.528912,0.393018,-0.12,1.102,-1.527,0.577,0.566,0.414,-0.238612,-1.639575,-0.974531,0.023003,-0.562604,-0.080509
1.3153,-0.125073,1.080777,-1.534671,0.564362,0.525143,0.389671,-0.12,1.102,-1.527,0.571,0.553,0.414,-0.238612,-1.639575,-0.974531,0.074758,-0.465802,-0.080509
1.3176,-0.125994,1.077527,-1.535058,0.561972,0.520962,0.385953,-0.12,1.102,-1.527,0.571,0.553,0.414,-0.238612,-1.639575,-0.974531,0.074758,-0.465802,-0.080509
1.3197,-0.126832,1.074595,-1.535413,0.559791,0.517172,0.382576,-0.12,1.102,-1.527,0.571,0.553,0.401,-0.238612,-1.639575,-0.974531,0.074758,-0.465802,-0.097761
1.3218,-0.127674,1.07168,-1.535771,0.557598,0.513388,0.379198,-0.12,1.102,-1.527,0.571,0.553,0.401,-0.238612,-1.639575,-0.974531,0.074758,-0.465802,-0.097761
1.3238,-0.128523,1.068764,-1.536135,0.555379,0.509584,0.375798,-0.123,1.092,-1.528,0.565,0.541,0.389,-0.219712,-1.520269,-1.047769,0.05559,-0.422672,-0.024919
1.3259,-0.12938,1.065849,-1.536503,0.553138,0.505766,0.372379,-0.123,1.092,-1.528,0.565,0.541,0.389,-0.219712,-1.520269,-1.047769,0.05559,-0.422672,-0.024919
1.328,-0.130266,1.062866,-1.536886,0.550817,0.501839,0.368857,-0.126,1.092,-1.528,0.565,0.541,0.389,-0.2079,-1.520269,-1.047769,0.05559,-0.422672,-0.024919
1.3301,-0.131136,1.059961,-1.537264,0.548532,0.497999,0.365407,-0.126,1.081,-1.528,0.558,0.529,0.377,-0.2079,-1.371431,-1.047769,0.038338,-0.496472,-0.054631
1.3322,-0.132028,1.057012,-1.537654,0.546187,0.494082,0.361882,-0.126,1.081,-1.528,0.551,0.529,0.377,-0.2079,-1.371431,-1.047769,0.052714,-0.496472,-0.054631
1.3342,-0.132912,1.054116,-1.538042,0.543859,0.490218,0.358399,-0.126,1.081,-1.528,0.551,0.518,0.377,-0.2079,-1.371431,-1.047769,0.052714,-0.504139,-0.054631
1.3363,-0.133803,1.051229,-1.538434,0.541512,0.486348,0.354904,-0.126,1.081,-1.528,0.551,0.518,0.377,-0.2079,-1.371431,-1.047769,0.052714,-0.504139,-0.054631
1.3384,-0.134703,1.048337,-1.538833,0.539136,0.482455,0.351383,-0.129,1.07,-1.528,0.551,0.518,0.377,-0.199631,-1.172981,-1.149356,0.052714,-0.504139,-0.054631
1.3404,-0.135605,1.045465,-1.539236,0.53675,0.478569,0.347863,-0.129,1.07,-1.528,0.551,0.518,0.367,-0.199631,-1.172981,-1.149356,0.052714,-0.504139,-0.067091
1.3427,-0.13658,1.042391,-1.539673,0.534169,0.474393,0.344072,-0.132,1.058,-1.528,0.551,0.518,0.367,-0.153562,-1.013513,-1.149356,0.052714,-0.504139,-0.067091
1.3447,-0.137497,1.039531,-1.540085,0.53174,0.470487,0.340521,-0.132,1.058,-1.528,0.542,0.509,0.357,-0.153562,-1.013513,-1.338356,0.058465,-0.661324,-0.110221
1.3468,-0.138416,1.036692,-1.540501,0.529303,0.466592,0.336974,-0.132,1.058,-1.528,0.542,0.509,0.357,-0.153562,-1.013513,-1.338356,0.058465,-0.661324,-0.110221
1.349,-0.139386,1.033723,-1.540942,0.526727,0.4625,0.333241,-0.135,1.046,-1.528,0.532,0.501,0.357,-0.140569,-0.805612,-1.458844,0.088176,-0.776336,-0.110221
1.351,-0.140323,1.030884,-1.54137,0.524237,0.45857,0.32965,-0.135,1.046,-1.528,0.532,0.501,0.357,-0.140569,-0.805612,-1.458844,0.088176,-0.776336,-0.110221
1.3531,-0.141279,1.028015,-1.541809,0.521693,0.454579,0.325996,-0.135,1.046,-1.528,0.532,0.501,0.357,-0.140569,-0.805612,-1.458844,0.088176,-0.776336,-0.110221
1.3552,-0.142227,1.025197,-1.542247,0.519168,0.45064,0.322384,-0.135,1.046,-1.528,0.532,0.501,0.348,-0.140569,-0.805612,-1.458844,0.088176,-0.776336,-0.204148
1.3577,-0.143398,1.021756,-1.54279,0.516048,0.445806,0.317943,-0.138,1.034,-1.528,0.532,0.501,0.348,-0.112219,-0.631969,-1.560431,0.088176,-0.776336,-0.204148
1.3598,-0.144362,1.018954,-1.543239,0.513479,0.44185,0.314302,-0.138,1.034,-1.528,0.52,0.496,0.339,-0.112219,-0.631969,-1.560431,0.185937,-0.952689,-0.203189
1.3619,-0.145366,1.016062,-1.54371,0.510797,0.437747,0.310518,-0.138,1.034,-1.528,0.52,0.496,0.339,-0.112219,-0.631969,-1.560431,0.185937,-0.952689,-0.203189
1.364,-0.146363,1.013221,-1.544179,0.508135,0.433698,0.306778,-0.141,1.024,-1.529,0.509,0.49,0.328,-0.159469,-0.459506,-1.412775,0.195522,-1.130959,-0.201272
1.3661,-0.147347,1.010448,-1.544644,0.505509,0.429725,0.303102,-0.141,1.024,-1.529,0.509,0.49,0.328,-0.159469,-0.459506,-1.412775,0.195522,-1.130959,-0.201272
1.3682,-0.148355,1.007631,-1.545124,0.502813,0.425672,0.299344,-0.145,1.024,-1.529,0.499,0.49,0.328,-0.119306,-0.459506,-1.412775,0.273155,-1.130959,-0.201272
1.3703,-0.149352,1.004876,-1.5456,0.500147,0.421688,0.295644,-0.145,1.024,-1.529,0.499,0.485,0.328,-0.119306,-0.459506,-1.412775,0.273155,-1.357151,-0.201272
1.3724,-0.15038,1.002062,-1.546093,0.497397,0.4176,0.291841,-0.145,1.013,-1.531,0.499,0.485,0.316,-0.119306,-0.304762,-1.528537,0.273155,-1.357151,-0.244402
1.3745,-0.151385,0.999342,-1.546577,0.494709,0.413628,0.28814,-0.145,1.013,-1.531,0.499,0.485,0.316,-0.119306,-0.304762,-1.528537,0.273155,-1.357151,-0.244402
1.3765,-0.1524,0.996619,-1.547068,0.491991,0.409635,0.284412,-0.148,1.003,-1.531,0.499,0.485,0.316,-0.070875,-0.112219,-1.528537,0.273155,-1.357151,-0.244402
1.3787,-0.153468,0.993785,-1.547587,0.489132,0.405457,0.280505,-0.148,1.003,-1.534,0.489,0.48,0.301,-0.070875,-0.112219,-1.571062,0.279864,-1.637974,-0.216607
1.3808,-0.154497,0.991083,-1.54809,0.486377,0.401456,0.276755,-0.148,1.003,-1.534,0.489,0.48,0.301,-0.070875,-0.112219,-1.571062,0.279864,-1.637974,-0.216607
1.3829,-0.155583,0.988259,-1.548623,0.483467,0.397253,0.27281,-0.152,0.993,-1.537,0.489,0.48,0.301,-0.147656,-0.112219,-1.367887,0.279864,-1.637974,-0.216607
1.385,-0.156625,0.985578,-1.549136,0.480675,0.393243,0.269039,-0.152,0.993,-1.537,0.48,0.474,0.301,-0.147656,-0.112219,-1.367887,0.304784,-1.766405,-0.216607
1.3871,-0.157706,0.982828,-1.549671,0.477779,0.389109,0.265144,-0.152,0.993,-1.537,0.48,0.474,0.301,-0.147656,-0.112219,-1.367887,0.304784,-1.766405,-0.216607
1.3892,-0.158755,0.980184,-1.550193,0.474968,0.385117,0.261376,-0.152,0.993,-1.537,0.48,0.474,0.286,-0.147656,-0.112219,-1.367887,0.304784,-1.766405,-0.173478
1.3913,-0.159815,0.977542,-1.550722,0.472128,0.381106,0.257584,-0.152,0.993,-1.537,0.48,0.474,0.286,-0.147656,-0.112219,-1.367887,0.304784,-1.766405,-0.173478
1.3934,-0.160899,0.974868,-1.551266,0.469223,0.377028,0.25372,-0.156,0.984,-1.539,0.472,0.466,0.286,-0.101587,-0.138206,-1.405687,0.31341,-1.848831,-0.173478
1.3954,-0.161972,0.972249,-1.551806,0.466349,0.373014,0.24991,-0.156,0.984,-1.539,0.472,0.466,0.27,-0.101587,-0.138206,-1.405687,0.31341,-1.848831,-0.111179
1.3977,-0.163157,0.969389,-1.552406,0.463175,0.368607,0.245719,-0.159,0.976,-1.542,0.463,0.452,0.27,-0.064969,-0.031894,-1.260394,0.273155,-1.842122,-0.111179
1.3998,-0.164241,0.966799,-1.552957,0.460271,0.364598,0.241899,-0.159,0.976,-1.542,0.463,0.452,0.255,-0.064969,-0.031894,-1.260394,0.273155,-1.842122,-0.067091
1.4019,-0.165376,0.964117,-1.553536,0.45723,0.360423,0.237914,-0.159,0.976,-1.542,0.463,0.452,0.255,-0.064969,-0.031894,-1.260394,0.273155,-1.842122,-0.067091
1.404,-0.166492,0.961511,-1.554108,0.454244,0.356346,0.234015,-0.163,0.976,-1.542,0.456,0.433,0.255,-0.269325,-0.031894,-1.260394,0.194563,-1.837329,-0.067091
1.4061,-0.167597,0.958956,-1.554677,0.451286,0.352329,0.230166,-0.163,0.976,-1.542,0.456,0.433,0.255,-0.269325,-0.031894,-1.260394,0.194563,-1.837329,-0.067091
1.4082,-0.168721,0.956384,-1.555258,0.448276,0.348266,0.226264,-0.163,0.967,-1.544,0.456,0.433,0.255,-0.269325,-0.023625,-1.155262,0.194563,-1.837329,-0.067091
1.4102,-0.169839,0.953853,-1.555838,0.445284,0.344247,0.222398,-0.163,0.967,-1.544,0.456,0.433,0.241,-0.269325,-0.023625,-1.155262,0.194563,-1.837329,-0.069966
1.4123,-0.170964,0.951336,-1.556424,0.442276,0.340229,0.218526,-0.165,0.958,-1.546,0.456,0.433,0.241,-0.290587,0.057881,-1.129275,0.194563,-1.837329,-0.069966
1.4143,-0.17209,0.948843,-1.557013,0.439266,0.33623,0.214664,-0.165,0.958,-1.546,0.449,0.411,0.229,-0.290587,0.057881,-1.129275,0.156226,-1.643725,-0.069008
1.4164,-0.173225,0.946355,-1.55761,0.43623,0.332218,0.210783,-0.165,0.958,-1.546,0.449,0.411,0.229,-0.290587,0.057881,-1.129275,0.156226,-1.643725,-0.069008
1.4185,-0.174405,0.943799,-1.558232,0.433079,0.328077,0.206768,-0.168,0.949,-1.548,0.442,0.385,0.229,-0.106312,0.015356,-1.189519,0.080509,-1.385904,-0.069008
1.4206,-0.175555,0.941335,-1.558841,0.430008,0.324063,0.202869,-0.168,0.949,-1.548,0.442,0.385,0.229,-0.106312,0.015356,-1.189519,0.080509,-1.385904,-0.069008
1.4227,-0.176748,0.938807,-1.559475,0.426823,0.319922,0.19884,-0.168,0.949,-1.548,0.442,0.385,0.229,-0.106312,0.015356,-1.189519,0.080509,-1.385904,-0.069008
1.4248,-0.177905,0.936382,-1.560093,0.423735,0.31593,0.194947,-0.168,0.949,-1.548,0.442,0.385,0.218,-0.106312,0.015356,-1.189519,0.080509,-1.385904,-0.126514
1.4268,-0.179046,0.934017,-1.560705,0.420692,0.312017,0.191123,-0.168,0.949,-1.548,0.442,0.385,0.218,-0.106312,0.015356,-1.189519,0.080509,-1.385904,-0.126514
1.4289,-0.180241,0.931566,-1.561348,0.417504,0.30794,0.187131,-0.172,0.94,-1.55,0.434,0.358,0.208,-0.197269,-0.049612,-1.117462,0.01246,-1.068661,-0.151434
1.431,-0.181421,0.929176,-1.561985,0.414362,0.303942,0.183209,-0.172,0.94,-1.55,0.434,0.358,0.208,-0.197269,-0.049612,-1.117462,0.01246,-1.068661,-0.151434
1.4331,-0.182614,0.926783,-1.562633,0.411183,0.29992,0.179256,-0.176,0.931,-1.552,0.426,0.331,0.197,-0.310669,-0.001181,-1.083206,-0.079551,-0.678576,-0.168685
1.4351,-0.183801,0.924432,-1.563279,0.408026,0.295947,0.175342,-0.176,0.931,-1.552,0.426,0.331,0.197,-0.310669,-0.001181,-1.083206,-0.079551,-0.678576,-0.168685
1.4372,-0.184993,0.922096,-1.56393,0.404855,0.291978,0.171424,-0.18,0.931,-1.552,0.426,0.331,0.197,-0.19845,-0.001181,-1.083206,-0.079551,-0.678576,-0.168685
1.4392,-0.186191,0.919774,-1.564588,0.401669,0.288011,0.167501,-0.18,0.931,-1.552,0.418,0.305,0.197,-0.19845,-0.001181,-1.083206,-0.130348,-0.425547,-0.168685
1.4413,-0.187401,0.917457,-1.565254,0.398456,0.284033,0.163557,-0.18,0.931,-1.552,0.418,0.305,0.197,-0.19845,-0.001181,-1.083206,-0.130348,-0.425547,-0.168685
1.4434,-0.188645,0.915101,-1.565942,0.395152,0.279963,0.159515,-0.18,0.924,-1.555,0.418,0.305,0.197,-0.19845,0.023625,-0.885937,-0.130348,-0.425547,-0.168685
1.4455,-0.189868,0.912812,-1.56662,0.391908,0.27599,0.15556,-0.18,0.924,-1.555,0.418,0.305,0.185,-0.19845,0.023625,-0.885937,-0.130348,-0.425547,-0.240568
1.4476,-0.19112,0.910496,-1.567318,0.388589,0.271946,0.151526,-0.185,0.916,-1.555,0.418,0.305,0.185,-0.295313,0.02835,-0.885937,-0.130348,-0.425547,-0.240568
1.4497,-0.192348,0.90825,-1.568004,0.385335,0.268004,0.147586,-0.185,0.916,-1.558,0.409,0.283,0.172,-0.295313,0.02835,-0.895388,-0.162935,-0.217566,-0.187854
1.4518,-0.193613,0.905964,-1.568714,0.381986,0.263968,0.143543,-0.185,0.916,-1.558,0.409,0.283,0.172,-0.295313,0.02835,-0.895388,-0.162935,-0.217566,-0.187854
1.4539,-0.194878,0.903705,-1.569427,0.378639,0.259956,0.139515,-0.189,0.909,-1.562,0.399,0.267,0.172,-0.19845,0.003544,-0.691031,-0.213732,-0.067091,-0.187854
1.4559,-0.196129,0.901498,-1.570134,0.375333,0.256016,0.13555,-0.189,0.909,-1.562,0.399,0.267,0.172,-0.19845,0.003544,-0.691031,-0.213732,-0.067091,-0.187854
1.458,-0.197381,0.899314,-1.570845,0.372025,0.252095,0.131597,-0.189,0.909,-1.562,0.399,0.267,0.172,-0.19845,0.003544,-0.691031,-0.213732,-0.067091,-0.187854
