time_s,joint1_target_angle_rad,joint2_target_angle_rad,joint3_target_angle_rad,joint4_target_angle_rad,joint5_target_angle_rad,joint6_target_angle_rad,joint1_angle_rad,joint2_angle_rad,joint3_angle_rad,joint4_angle_rad,joint5_angle_rad,joint6_angle_rad,joint1_velocity_rad_s,joint2_velocity_rad_s,joint3_velocity_rad_s,joint4_velocity_rad_s,joint5_velocity_rad_s,joint6_velocity_rad_s,joint1_torque_nm,joint2_torque_nm,joint3_torque_nm,joint4_torque_nm,joint5_torque_nm,joint6_torque_nm,mode,pose_idx
2.2727,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.173000,0.515000,0.000000,-0.003000,0.002000,0.000000,0.122000,-0.011000,0.279000,0.009450,0.072056,-0.959175,-0.254945,-0.766752,-0.121722,static_pose,3
2.2749,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.003000,-0.006000,0.000000,0.034000,0.007000,0.279000,0.009450,0.077962,-0.963900,-0.130348,-0.778253,-0.121722,static_pose,3
2.2769,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.003000,-0.006000,0.000000,0.034000,0.007000,0.279000,0.009450,0.077962,-0.963900,-0.130348,-0.778253,-0.121722,static_pose,3
2.2792,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.003000,-0.006000,0.000000,0.034000,0.007000,0.279000,0.009450,0.077962,-0.963900,-0.130348,-0.778253,-0.121722,static_pose,3
2.2814,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.006000,0.000000,-0.222000,0.007000,-0.116000,0.005906,0.077962,-0.953269,-0.087218,-0.778253,0.141849,static_pose,3
2.2838,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.006000,0.000000,-0.222000,0.007000,-0.116000,0.005906,0.077962,-0.953269,-0.087218,-0.778253,0.141849,static_pose,3
2.2859,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,0.216000,0.003000,-0.057000,0.009450,0.088594,-0.954450,-0.249194,-0.784004,-0.013418,static_pose,3
2.2881,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,0.216000,0.003000,-0.057000,0.009450,0.088594,-0.954450,-0.249194,-0.784004,-0.013418,static_pose,3
2.2902,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.002000,0.000000,0.216000,0.003000,0.164000,0.009450,0.079144,-0.954450,-0.249194,-0.778253,-0.030670,static_pose,3
2.2923,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.002000,0.000000,0.216000,0.003000,0.164000,0.009450,0.079144,-0.954450,-0.249194,-0.778253,-0.030670,static_pose,3
2.2947,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,-0.001000,-0.026000,0.003000,0.164000,0.014175,0.087412,-0.955631,-0.102553,-0.778253,-0.030670,static_pose,3
2.2968,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,-0.001000,-0.026000,0.003000,0.164000,0.014175,0.087412,-0.955631,-0.102553,-0.778253,-0.030670,static_pose,3
2.2998,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,-0.162000,0.003000,0.164000,0.003544,0.087412,-0.959175,-0.130348,-0.778253,-0.030670,static_pose,3
2.3019,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,-0.162000,-0.024000,-0.072000,0.003544,0.087412,-0.959175,-0.130348,-0.786879,0.097761,static_pose,3
2.3046,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.005000,0.000000,-0.162000,-0.024000,-0.072000,0.003544,0.076781,-0.959175,-0.130348,-0.786879,0.097761,static_pose,3
2.3067,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.005000,0.000000,-0.162000,0.009000,-0.082000,0.003544,0.076781,-0.959175,-0.130348,-0.785921,-0.045047,static_pose,3
2.3089,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.005000,0.000000,-0.162000,0.009000,-0.082000,0.003544,0.076781,-0.959175,-0.130348,-0.785921,-0.045047,static_pose,3
2.3110,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.004000,-0.001000,0.159000,0.001000,-0.082000,0.003544,0.072056,-0.956812,-0.241527,-0.775378,-0.045047,static_pose,3
2.3130,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.004000,-0.001000,0.159000,0.001000,-0.082000,0.003544,0.072056,-0.956812,-0.241527,-0.775378,-0.045047,static_pose,3
2.3151,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.004000,0.000000,0.042000,0.001000,0.184000,0.004725,0.072056,-0.956812,-0.117888,-0.775378,-0.033545,static_pose,3
2.3173,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.004000,0.000000,0.042000,0.001000,0.184000,0.004725,0.072056,-0.956812,-0.117888,-0.775378,-0.033545,static_pose,3
2.3195,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.001000,0.000000,0.000000,0.042000,0.001000,0.184000,0.000000,0.082687,-0.956812,-0.117888,-0.775378,-0.033545,static_pose,3
2.3216,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.001000,0.000000,0.000000,-0.201000,0.024000,-0.092000,0.000000,0.082687,-0.961537,-0.112137,-0.785921,0.126514,static_pose,3
2.3238,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.001000,0.000000,0.000000,-0.201000,0.024000,-0.092000,0.000000,0.082687,-0.961537,-0.112137,-0.785921,0.126514,static_pose,3
2.3258,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.001000,0.000000,0.000000,-0.201000,0.023000,-0.084000,0.000000,0.093319,-0.961537,-0.112137,-0.790713,-0.021086,static_pose,3
2.3280,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.001000,0.000000,0.000000,-0.201000,0.023000,-0.084000,0.000000,0.093319,-0.961537,-0.112137,-0.790713,-0.021086,static_pose,3
2.3301,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.001000,0.000000,0.157000,0.023000,-0.084000,0.009450,0.063787,-0.963900,-0.230984,-0.790713,-0.021086,static_pose,3
2.3322,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.001000,0.000000,0.157000,0.023000,-0.084000,0.009450,0.063787,-0.963900,-0.230984,-0.790713,-0.021086,static_pose,3
2.3347,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.001000,-0.001000,0.157000,0.023000,-0.084000,0.011813,0.063787,-0.954450,-0.230984,-0.790713,-0.021086,static_pose,3
2.3367,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.001000,-0.001000,-0.003000,0.011000,0.065000,0.011813,0.063787,-0.954450,-0.114054,-0.784962,-0.010543,static_pose,3
2.3395,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.002000,-0.001000,-0.003000,0.011000,0.065000,-0.004725,0.099225,-0.954450,-0.114054,-0.784962,-0.010543,static_pose,3
2.3416,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.002000,-0.001000,-0.003000,0.009000,-0.069000,-0.004725,0.099225,-0.954450,-0.114054,-0.779212,0.064215,static_pose,3
2.3440,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.002000,-0.001000,-0.003000,0.009000,-0.069000,-0.004725,0.099225,-0.954450,-0.114054,-0.779212,0.064215,static_pose,3
2.3460,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.000000,-0.001000,-0.038000,0.000000,-0.069000,-0.004725,0.079144,-0.961537,-0.160059,-0.791671,0.064215,static_pose,3
2.3482,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.000000,-0.001000,-0.038000,0.000000,-0.069000,-0.004725,0.079144,-0.961537,-0.160059,-0.791671,0.064215,static_pose,3
2.3503,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.000000,0.001000,0.063000,0.000000,-0.095000,0.005906,0.079144,-0.968625,-0.192646,-0.791671,0.011501,static_pose,3
2.3525,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.000000,0.001000,0.063000,0.000000,-0.095000,0.005906,0.079144,-0.968625,-0.192646,-0.791671,0.011501,static_pose,3
2.3551,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.000000,0.000000,0.040000,-0.011000,0.095000,0.001181,0.087412,-0.959175,-0.147600,-0.781129,-0.013418,static_pose,3
2.3572,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.000000,0.000000,0.040000,-0.011000,0.095000,0.001181,0.087412,-0.959175,-0.147600,-0.781129,-0.013418,static_pose,3
2.3593,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.000000,0.000000,0.040000,-0.011000,0.095000,0.001181,0.087412,-0.959175,-0.147600,-0.781129,-0.013418,static_pose,3
2.3614,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.006000,0.000000,0.040000,-0.001000,-0.092000,0.001181,0.076781,-0.959175,-0.147600,-0.797422,0.069008,static_pose,3
2.3636,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,0.006000,0.000000,0.040000,-0.001000,-0.092000,0.001181,0.076781,-0.959175,-0.147600,-0.797422,0.069008,static_pose,3
2.3657,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.004000,0.004000,0.000000,-0.120000,-0.001000,-0.092000,-0.008269,0.075600,-0.955631,-0.126514,-0.797422,0.069008,static_pose,3
2.3678,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.004000,0.004000,0.000000,-0.120000,-0.001000,-0.092000,-0.008269,0.075600,-0.955631,-0.126514,-0.797422,0.069008,static_pose,3
2.3700,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.003000,0.004000,0.002000,0.103000,0.005000,-0.122000,0.005906,0.075600,-0.955631,-0.219483,-0.792630,0.049839,static_pose,3
2.3721,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.003000,0.004000,0.002000,0.103000,0.005000,-0.122000,0.005906,0.075600,-0.955631,-0.219483,-0.792630,0.049839,static_pose,3
2.3751,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.001000,0.002000,0.103000,0.013000,0.107000,0.010631,0.068512,-0.955631,-0.219483,-0.786879,-0.048880,static_pose,3
2.3771,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.001000,0.002000,0.103000,0.013000,0.107000,0.010631,0.068512,-0.955631,-0.219483,-0.786879,-0.048880,static_pose,3
2.3792,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.001000,0.002000,0.103000,0.013000,0.107000,0.010631,0.068512,-0.955631,-0.219483,-0.786879,-0.048880,static_pose,3
2.3813,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.000000,0.000000,0.042000,0.003000,0.107000,0.010631,0.083869,-0.956812,-0.149517,-0.770586,-0.048880,static_pose,3
2.3848,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.000000,0.000000,-0.143000,0.003000,0.107000,0.005906,0.083869,-0.962719,-0.117888,-0.770586,-0.048880,static_pose,3
2.3869,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.000000,0.000000,-0.143000,0.003000,-0.065000,0.005906,0.083869,-0.962719,-0.117888,-0.770586,0.098719,static_pose,3
2.3890,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,0.000000,0.000000,-0.143000,0.003000,-0.065000,0.005906,0.083869,-0.962719,-0.117888,-0.770586,0.098719,static_pose,3
2.3911,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.002000,0.000000,0.095000,0.057000,-0.157000,0.009450,0.080325,-0.956812,-0.243444,-0.810840,0.041213,static_pose,3
2.3932,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.002000,0.000000,0.095000,0.057000,-0.157000,0.009450,0.080325,-0.956812,-0.243444,-0.810840,0.041213,static_pose,3
2.3953,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.004000,0.000000,0.095000,0.003000,0.193000,0.009450,0.061425,-0.956812,-0.243444,-0.825217,-0.068049,static_pose,3
2.3975,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.004000,0.000000,0.095000,0.003000,0.193000,0.009450,0.061425,-0.956812,-0.243444,-0.825217,-0.068049,static_pose,3
2.3996,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,-0.002000,0.000000,0.095000,0.003000,0.193000,0.010631,0.075600,-0.959175,-0.243444,-0.825217,-0.068049,static_pose,3
2.4017,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,-0.002000,0.000000,0.080000,0.003000,0.193000,0.010631,0.075600,-0.959175,-0.153350,-0.825217,-0.068049,static_pose,3
2.4041,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,-0.002000,0.000000,0.080000,0.003000,0.193000,0.010631,0.075600,-0.959175,-0.153350,-0.825217,-0.068049,static_pose,3
2.4062,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,-0.209000,-0.047000,-0.049000,0.000000,0.075600,-0.960356,-0.092969,-0.777295,0.140891,static_pose,3
2.4083,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,-0.209000,-0.047000,-0.049000,0.000000,0.075600,-0.960356,-0.092969,-0.777295,0.140891,static_pose,3
2.4104,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.004000,0.000000,-0.209000,-0.007000,-0.155000,0.004725,0.061425,-0.960356,-0.092969,-0.788796,0.046964,static_pose,3
2.4125,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.004000,0.000000,-0.209000,-0.007000,-0.155000,0.004725,0.061425,-0.960356,-0.092969,-0.788796,0.046964,static_pose,3
2.4147,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,0.124000,-0.007000,-0.155000,0.004725,0.057881,-0.956812,-0.245361,-0.788796,0.046964,static_pose,3
2.4168,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,0.124000,-0.013000,-0.155000,0.004725,0.057881,-0.956812,-0.245361,-0.796464,0.046964,static_pose,3
2.4190,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,0.000000,0.124000,-0.013000,-0.155000,0.004725,0.057881,-0.956812,-0.245361,-0.796464,0.046964,static_pose,3
2.4211,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,-0.001000,0.072000,-0.013000,0.172000,0.009450,0.057881,-0.959175,-0.138015,-0.796464,-0.081467,static_pose,3
2.4232,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.002000,-0.001000,0.072000,-0.013000,0.172000,0.009450,0.057881,-0.959175,-0.138015,-0.796464,-0.081467,static_pose,3
2.4253,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.000000,0.000000,-0.168000,0.009000,-0.032000,0.007087,0.062606,-0.952087,-0.106387,-0.782087,0.092010,static_pose,3
2.4274,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.000000,0.000000,-0.168000,0.009000,-0.032000,0.007087,0.062606,-0.952087,-0.106387,-0.782087,0.092010,static_pose,3
2.4301,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.007000,0.000000,-0.168000,-0.011000,-0.162000,0.007087,0.057881,-0.952087,-0.106387,-0.792630,0.037379,static_pose,3
2.4322,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.002000,0.007000,0.000000,-0.168000,-0.011000,-0.162000,0.007087,0.057881,-0.952087,-0.106387,-0.792630,0.037379,static_pose,3
2.4353,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.003000,-0.003000,0.002000,0.111000,-0.011000,-0.162000,0.012994,0.074419,-0.959175,-0.249194,-0.792630,0.037379,static_pose,3
2.4374,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.003000,-0.003000,0.002000,0.111000,-0.011000,-0.162000,0.012994,0.074419,-0.959175,-0.249194,-0.792630,0.037379,static_pose,3
2.4395,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.003000,0.000000,0.111000,-0.011000,-0.162000,0.010631,0.074419,-0.953269,-0.249194,-0.792630,0.037379,static_pose,3
2.4416,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.003000,0.000000,0.036000,-0.026000,0.201000,0.010631,0.074419,-0.953269,-0.121722,-0.802214,-0.053673,static_pose,3
2.4439,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,-0.003000,0.000000,0.036000,-0.026000,0.201000,0.010631,0.074419,-0.953269,-0.121722,-0.802214,-0.053673,static_pose,3
2.4459,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.003000,-0.001000,0.000000,0.036000,0.005000,-0.095000,0.010631,0.074419,-0.953269,-0.121722,-0.812757,0.125556,static_pose,3
2.4480,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.003000,-0.001000,0.000000,0.036000,0.005000,-0.095000,0.010631,0.074419,-0.953269,-0.121722,-0.812757,0.125556,static_pose,3
2.4501,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.003000,0.002000,0.000000,-0.172000,-0.026000,-0.095000,0.010631,0.072056,-0.961537,-0.120763,-0.798381,0.125556,static_pose,3
2.4523,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.003000,0.002000,0.000000,-0.172000,-0.026000,-0.095000,0.010631,0.072056,-0.961537,-0.120763,-0.798381,0.125556,static_pose,3
2.4552,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.002000,0.000000,0.182000,-0.026000,-0.097000,0.014175,0.072056,-0.955631,-0.248236,-0.798381,-0.021086,static_pose,3
2.4572,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.000000,0.002000,0.000000,0.182000,-0.026000,-0.097000,0.014175,0.072056,-0.955631,-0.248236,-0.798381,-0.021086,static_pose,3
2.4604,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.175000,0.515000,0.001000,0.000000,-0.006000,0.000000,-0.053000,-0.003000,0.454000,0.007087,0.092137,-0.959175,-0.084343,-0.789755,-0.158143,static_pose,3
2.4624,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.175000,0.515000,0.001000,0.000000,-0.006000,0.000000,-0.053000,-0.003000,0.454000,0.007087,0.092137,-0.959175,-0.084343,-0.789755,-0.158143,static_pose,3
2.4649,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.175000,0.515000,0.001000,0.000000,-0.008000,0.000000,-0.053000,-0.003000,0.454000,0.007087,0.088594,-0.959175,-0.084343,-0.789755,-0.158143,static_pose,3
2.4670,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.175000,0.515000,0.000000,0.000000,-0.008000,0.000000,-0.053000,-0.040000,-0.364000,0.007087,0.088594,-0.959175,-0.084343,-0.776336,0.218524,static_pose,3
2.4692,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.175000,0.515000,0.000000,0.000000,-0.008000,0.000000,-0.053000,-0.040000,-0.364000,0.007087,0.088594,-0.959175,-0.084343,-0.776336,0.218524,static_pose,3
2.4713,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.004000,-0.001000,0.000000,-0.195000,-0.040000,-0.364000,-0.001181,0.087412,-0.956812,-0.150475,-0.776336,0.218524,static_pose,3
2.4734,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.004000,-0.001000,0.000000,-0.195000,-0.040000,-0.364000,-0.001181,0.087412,-0.956812,-0.150475,-0.776336,0.218524,static_pose,3
2.4755,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.001000,0.000000,0.293000,-0.023000,0.070000,0.009450,0.087412,-0.956812,-0.239610,-0.764835,-0.122680,static_pose,3
2.4777,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,0.002000,-0.001000,0.000000,0.293000,-0.023000,0.070000,0.009450,0.087412,-0.956812,-0.239610,-0.764835,-0.122680,static_pose,3
2.4799,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,-0.001000,0.000000,0.293000,0.015000,0.070000,0.009450,0.083869,-0.956812,-0.239610,-0.747583,-0.122680,static_pose,3
2.4821,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.174000,0.515000,0.000000,-0.001000,-0.001000,0.000000,0.293000,0.015000,0.132000,0.009450,0.083869,-0.956812,-0.239610,-0.747583,0.049839,static_pose,3
2.4852,0.000000,0.698132,-0.349066,-0.174533,0.523599,0.000000,0.000000,0.701000,-0.356000,-0.175000,0.515000,0.000000,-0.001000,-0.008000,0.000000,-0.218000,0.026000,0.132000,0.009450,0.086231,-0.959175,-0.026836,-0.774420,0.049839,static_pose,3
